"GeneName","module_name","kTotal","kWithin","kOut","kDiff","is.hub","ME","MM","Mitocarta","Interactome","in_enriched_module_mitocarta","cor_with_gtex","in_MD_genelist","pathogenic"
"SCYL3","lightcyan",121.296312653248,12.3082803448349,108.988032308414,-96.6797519635787,FALSE,-0.717527895446132,0.0273111516712968,FALSE,FALSE,0,0.158519039026345,FALSE,"unlabelled"
"MASP2","lightcyan",38.2173982163915,3.36850752148351,34.848890694908,-31.4803831734245,FALSE,0.565610487089408,0.532887009437072,FALSE,FALSE,0,0.166801273493382,FALSE,"unlabelled"
"PRICKLE3","lightcyan",33.2642104175427,1.85336236025531,31.4108480572873,-29.557485697032,FALSE,-0.702164802944682,0.247947100823275,FALSE,FALSE,0,0.190023209772194,FALSE,"unlabelled"
"MAP2K3","lightcyan",83.4739203726569,9.56754158007524,73.9063787925817,-64.3388372125064,FALSE,0.874153240680335,0.0543716840126757,FALSE,FALSE,0,0.183903334620559,FALSE,"unlabelled"
"THAP3","lightcyan",110.840620902533,19.0744827702232,91.76613813231,-72.6916553620868,FALSE,-0.872877423975564,0.0286803501266282,FALSE,FALSE,0,0.177913796645426,FALSE,"unlabelled"
"ZNF800","lightcyan",68.8030628086619,13.1439033389572,55.6591594697047,-42.5152561307476,FALSE,0.749526093360875,0.725278346796853,FALSE,FALSE,0,0.159447273240952,FALSE,"unlabelled"
"FAM160A2","lightcyan",330.262590364327,28.2467445802601,302.015845784067,-273.769101203807,FALSE,0.80757857161552,0.0183830523880368,FALSE,FALSE,0,0.161496495478468,FALSE,"unlabelled"
"RELT","lightcyan",59.3013825494815,5.16411560002592,54.1372669494555,-48.9731513494296,FALSE,0.66738795775458,0.349317338955553,FALSE,FALSE,0,0.184530233733186,FALSE,"unlabelled"
"ZNF112","lightcyan",39.4816769413222,6.61344279992405,32.8682341413981,-26.2547913414741,FALSE,-0.683120671271728,0.215926015575606,FALSE,FALSE,0,0.166738365797865,FALSE,"unlabelled"
"PLPP1","lightcyan",105.579121340448,5.53574514870355,100.043376191744,-94.5076310430406,FALSE,0.753278932886978,0.00219723312661134,FALSE,FALSE,0,0.200557563491172,FALSE,"unlabelled"
"BCL3","lightcyan",206.643134880806,11.5419261065082,195.101208774297,-183.559282667789,FALSE,0.714687640009397,0.012877503604892,FALSE,FALSE,0,0.176425818416634,FALSE,"unlabelled"
"MNT","lightcyan",258.893092887545,20.3364167874949,238.55667610005,-218.220259312555,FALSE,0.795855978832159,0.00378478316314254,FALSE,FALSE,0,0.194152153005481,FALSE,"unlabelled"
"MAP4K4","lightcyan",101.235988487314,3.49548266367538,97.7405058236389,-94.2450231599635,FALSE,-0.66066901096691,0.00464269627217106,FALSE,FALSE,0,0.171585460955772,FALSE,"unlabelled"
"RPS6KA6","lightcyan",88.5694152424884,3.13781765730355,85.4315975851848,-82.2937799278813,FALSE,-0.734603640560733,0.0084273939248625,FALSE,FALSE,0,0.154928861253404,FALSE,"unlabelled"
"FERMT2","lightcyan",50.5640601677959,3.15782054764078,47.4062396201551,-44.2484190725143,FALSE,0.502610832643259,0.0297721700191761,FALSE,FALSE,0,0.146288519438023,FALSE,"unlabelled"
"NCBP3","lightcyan",75.4980337311949,8.99911935162078,66.4989143795741,-57.4997950279533,FALSE,0.697058542929154,0.69503594270238,FALSE,FALSE,0,0.18527685337936,FALSE,"unlabelled"
"TRAF4","lightcyan",54.1813306169135,5.12430714666053,49.057023470253,-43.9327163235924,FALSE,0.731921770745345,0.0962761960693725,FALSE,FALSE,0,0.184739860605223,FALSE,"unlabelled"
"IL4R","lightcyan",28.0315587053858,1.38844143487766,26.6431172705081,-25.2546758356305,FALSE,0.455314833132096,0.958499093655556,FALSE,FALSE,0,0.205152591176392,FALSE,"unlabelled"
"ITGA8","lightcyan",17.811673557988,1.17129406899985,16.6403794889881,-15.4690854199883,FALSE,0.442716319996201,0.948813775775168,FALSE,FALSE,0,0.192232441792702,FALSE,"unlabelled"
"ZNF510","lightcyan",71.9710530069386,9.16970043483443,62.8013525721041,-53.6316521372697,FALSE,-0.778531527695347,0.264203210921865,FALSE,FALSE,0,0.171876455047192,FALSE,"unlabelled"
"SERTAD4","lightcyan",26.6899976595614,2.61140235529428,24.0785953042671,-21.4671929489728,FALSE,0.564325288839257,0.468818005585448,FALSE,FALSE,0,0.202670535725866,FALSE,"unlabelled"
"IL11","lightcyan",74.0516472285246,8.13327814326041,65.9183690852642,-57.7850909420038,FALSE,0.738627376407462,0.113497117582953,FALSE,FALSE,0,0.193364345192055,FALSE,"unlabelled"
"HIVEP1","lightcyan",115.486513169725,5.08954140352649,110.396971766199,-105.307430362672,FALSE,0.755105228855446,0.0133268849575911,FALSE,FALSE,0,0.170213816548961,FALSE,"unlabelled"
"CBARP","lightcyan",67.8900766021016,8.45877378583531,59.4313028162663,-50.972529030431,FALSE,0.776034924546721,0.111689507798496,FALSE,FALSE,0,0.173769638796619,FALSE,"unlabelled"
"GADD45B","lightcyan",48.2585111109015,11.6231445392194,36.6353665716821,-25.0122220324627,FALSE,0.797666243127166,0.497844753978725,FALSE,FALSE,0,0.151377283827691,FALSE,"unlabelled"
"MFNG","lightcyan",141.348401521338,16.0864058646052,125.261995656733,-109.175589792128,FALSE,0.78920219647736,0.0380237562102143,FALSE,FALSE,0,0.209298115482065,FALSE,"0"
"SRSF5","lightcyan",184.591143613846,15.0845898014541,169.506553812392,-154.421964010938,FALSE,0.76532266427292,0.0915861294523474,FALSE,FALSE,0,0.191975817560881,FALSE,"unlabelled"
"CHD8","lightcyan",53.2703716185922,4.31189089307834,48.9584807255139,-44.6465898324355,FALSE,-0.693603143366683,0.0423338663912461,FALSE,FALSE,0,0.191309027618466,FALSE,"unlabelled"
"ADNP2","lightcyan",384.177086086766,24.4780623687379,359.699023718028,-335.22096134929,FALSE,0.760669566270344,0.242047371351771,FALSE,FALSE,0,0.192441709615671,FALSE,"unlabelled"
"SMAD7","lightcyan",183.374650162766,26.4401478192816,156.934502343485,-130.494354524203,FALSE,0.900760189837058,0.044381476331487,FALSE,FALSE,0,0.144916986928098,FALSE,"unlabelled"
"CGB3","lightcyan",30.981871340291,2.06225244157972,28.9196188987113,-26.8573664571316,FALSE,-0.5195107152788,0.287335953424299,FALSE,FALSE,0,0.153823815371629,FALSE,"unlabelled"
"DOT1L","lightcyan",52.1906273658144,9.90313046088763,42.2874969049267,-32.3843664440391,FALSE,0.782996930988064,0.678917949416565,FALSE,FALSE,0,0.213032288586527,FALSE,"0"
"SLC17A7","lightcyan",35.6313737757513,3.85377585827369,31.7775979174776,-27.9238220592039,FALSE,0.625620876658872,0.053031854218772,FALSE,FALSE,0,0.193858062471711,FALSE,"unlabelled"
"ZNF419","lightcyan",127.884723908707,12.9288242575412,114.955899651166,-102.027075393625,FALSE,-0.773241526173207,0.0911615387294621,FALSE,FALSE,0,0.198972453611054,FALSE,"unlabelled"
"ELL","lightcyan",168.451240878763,23.1300556317311,145.321185247032,-122.191129615301,FALSE,0.844436167623667,0.0342160335326463,FALSE,FALSE,0,0.18692723146194,FALSE,"unlabelled"
"ERF","lightcyan",96.3919644448347,19.7915011028069,76.6004633420278,-56.8089622392208,FALSE,0.883106006363573,0.0391977531069427,FALSE,FALSE,0,0.172589524756652,FALSE,"unlabelled"
"ZNF574","lightcyan",153.793453809006,14.469437670563,139.324016138443,-124.854578467879,FALSE,0.770047660205732,0.207310970905615,FALSE,FALSE,0,0.180528856856879,FALSE,"unlabelled"
"HOXA3","lightcyan",46.8617078160386,8.4016568786425,38.4600509373961,-30.0583940587536,FALSE,-0.736068115857737,0.203754266629409,FALSE,FALSE,0,0.158414086114046,FALSE,"unlabelled"
"LFNG","lightcyan",41.2595273987238,4.64306120475871,36.6164661939651,-31.9734049892064,FALSE,0.574375371612554,0.450845021176428,FALSE,FALSE,0,0.170041842144284,FALSE,"unlabelled"
"HOXA5","lightcyan",54.3105388666067,6.3906966421147,47.919842224492,-41.5291455823773,FALSE,-0.736760895959789,0.0418831278223081,FALSE,FALSE,0,0.179256842670893,FALSE,"unlabelled"
"PPIF","lightcyan",57.6156431138541,11.7049963611612,45.9106467526929,-34.2056503915316,FALSE,0.77807584821653,0.343205284197726,TRUE,TRUE,0,0.193431478521701,FALSE,"unlabelled"
"PRMT8","lightcyan",31.0745817102164,5.20545501733124,25.8691266928852,-20.6636716755539,FALSE,0.6798875376611,0.309952953025788,FALSE,FALSE,0,0.158241170588278,FALSE,"unlabelled"
"SRF","lightcyan",52.1902514336521,4.06654210767194,48.1237093259801,-44.0571672183082,FALSE,0.613697813123055,0.631664484844272,FALSE,FALSE,0,0.181357008525966,FALSE,"unlabelled"
"PAPD7","lightcyan",115.704305145106,16.4337195040338,99.2705856410726,-82.8368661370388,FALSE,0.792278950027675,0.513719538350456,FALSE,FALSE,0,0.17926113918164,FALSE,"unlabelled"
"HBEGF","lightcyan",96.2728084544234,22.7248936337317,73.5479148206917,-50.8230211869599,FALSE,0.855217243162953,0.0645271302359656,FALSE,FALSE,0,0.149638888509106,FALSE,"unlabelled"
"PCDHB15","lightcyan",21.9938198516802,2.14540567828386,19.8484141733964,-17.7030084951125,FALSE,-0.559334754654839,0.364034944452023,FALSE,FALSE,0,0.188343463888599,FALSE,"unlabelled"
